Symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,TPE,FPE,LS_AVG_TPE,LS_AVG_FPE
A,Agilent Technologies,reports,Health Care,Health Care Equipment,"Santa Clara, California",2000-06-05,1090872.0,1999,22.996048,15.766937,33.78049890425532,29.299340398305088
AAL,American Airlines Group,reports,Industrials,Airlines,"Fort Worth, Texas",2015-03-23,6201.0,1934,0.0,40.156254,53.80290897321429,24.52907978636364
AAP,Advance Auto Parts,reports,Consumer Discretionary,Automotive Retail,"Raleigh, North Carolina",2015-07-09,1158449.0,1932,40.629623,25.848974,55.29790544230769,25.943469838983052
AAPL,Apple,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,320193.0,1977,25.576668,15.563896,41.766440325,26.817563048484836
ABBV,AbbVie,reports,Health Care,Pharmaceuticals,"North Chicago, Illinois",2012-12-31,1551152.0,2013 (1888),34.053043,24.585815,33.78049890425532,29.299340398305088
ABC,AmerisourceBergen,reports,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",2001-08-30,1140859.0,1985,23.624413,16.552631,33.78049890425532,29.299340398305088
ABMD,Abiomed,reports,Health Care,Health Care Equipment,"Danvers, Massachusetts",2018-05-31,815094.0,1981,0.0,9.1576605,33.78049890425532,29.299340398305088
ABT,Abbott Laboratories,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,55.409897,43.651787,33.78049890425532,29.299340398305088
ADBE,Adobe,reports,Information Technology,Application Software,"San Jose, California",1997-05-05,796343.0,1982,0.0,64.85185,41.766440325,26.817563048484836
ADI,Analog Devices,reports,Information Technology,Semiconductors,"Norwood, Massachusetts",1999-10-12,6281.0,1965,50.794754,23.482954,41.766440325,26.817563048484836
ADM,ADM,reports,Consumer Staples,Agricultural Products,"Chicago, Illinois",1981-07-29,7084.0,1902,20.477337,15.193453,61.171659148148166,25.609259525806454
ADP,Automatic Data Processing,reports,Information Technology,Data Processing & Outsourced Services,"Roseland, New Jersey",1981-03-31,8670.0,1949,0.0,29.800636,41.766440325,26.817563048484836
ADSK,Autodesk,reports,Information Technology,Application Software,"San Rafael, California",1989-12-01,769397.0,1982,22.267591,21.813234,41.766440325,26.817563048484836
AEE,Ameren Corp,reports,Utilities,Multi-Utilities,"St. Louis, Missouri",1991-09-19,1002910.0,1902,26.463741,9.067485,38.843115039999994,21.74133126923077
AEP,American Electric Power,reports,Utilities,Electric Utilities,"Columbus, Ohio",1957-03-04,4904.0,1906,140.13298,33.048027,38.843115039999994,21.74133126923077
AES,AES Corp,reports,Utilities,Independent Power Producers & Energy Traders,"Arlington, Virginia",1998-10-02,874761.0,1981,0.0,,38.843115039999994,21.74133126923077
AFL,Aflac,reports,Financials,Life & Health Insurance,"Columbus, Georgia",1999-05-28,4977.0,1955,10.953516,13.416058,38.61327658999999,41.974477063333346
AIG,American International Group,reports,Financials,Property & Casualty Insurance,New York City,1980-03-31,5272.0,1919,0.0,97.5,38.61327658999999,41.974477063333346
AIZ,Assurant,reports,Financials,Multi-line Insurance,New York City,2007-04-10,1267238.0,1892,0.0,20.701801,38.61327658999999,41.974477063333346
AJG,Arthur J. Gallagher & Co.,reports,Financials,Insurance Brokers,"Rolling Meadows, Illinois",2016-05-31,354190.0,1927,0.0,72.18892,38.61327658999999,41.974477063333346
AKAM,Akamai Technologies,reports,Information Technology,Internet Services & Infrastructure,"Cambridge, Massachusetts",2007-07-12,1086222.0,1998,12.358616,10.905223,41.766440325,26.817563048484836
ALB,Albemarle Corporation,reports,Materials,Specialty Chemicals,"Charlotte, North Carolina",2016-07-01,915913.0,1994,33.880863,26.736986,85.30784769565217,25.06027842
ALGN,Align Technology,reports,Health Care,Health Care Supplies,"San Jose, California",2017-06-19,1097149.0,1997,0.0,,33.78049890425532,29.299340398305088
ALK,Alaska Air Group,reports,Industrials,Airlines,"Seattle, Washington",2016-05-13,766421.0,1985,34.85941,27.474531,53.80290897321429,24.52907978636364
ALL,Allstate Corp,reports,Financials,Property & Casualty Insurance,"Northfield Township, Illinois",1995-07-13,899051.0,1931,10.6654625,15.202205,38.61327658999999,41.974477063333346
ALXN,Alexion Pharmaceuticals,reports,Health Care,Pharmaceuticals,"Boston, Massachusetts",2012-05-25,899866.0,1992,10.381407,14.825533,33.78049890425532,29.299340398305088
AMAT,Applied Materials,reports,Information Technology,Semiconductor Equipment,"Santa Clara, California",1995-03-16,6951.0,1967,0.0,40.71066,41.766440325,26.817563048484836
AMD,Advanced Micro Devices,reports,Information Technology,Semiconductors,"Santa Clara, California",,2488.0,1969,29.93574,22.985527,41.766440325,26.817563048484836
AME,Ametek,reports,Industrials,Electrical Components & Equipment,"Berwyn, Pennsylvania",2013-09-23,1037868.0,1930,0.0,20.833332,53.80290897321429,24.52907978636364
AMGN,Amgen,reports,Health Care,Biotechnology,"Thousand Oaks, California",1992-01-02,318154.0,1980,3.935638,13.404096,33.78049890425532,29.299340398305088
AMP,Ameriprise Financial,reports,Financials,Asset Management & Custody Banks,"Minneapolis, Minnesota",2005-10-03,820027.0,1894,34.172108,24.60606,38.61327658999999,41.974477063333346
AMT,American Tower,reports,Real Estate,Specialized REITs,"Boston, Massachusetts",2007-11-19,1053507.0,1995,129.83745,23.983042,431.98932496153844,27.61742757142857
AMZN,Amazon,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2005-11-18,1018724.0,1994,31.603039,21.068693,55.29790544230769,25.943469838983052
ANET,Arista Networks,reports,Information Technology,Communications Equipment,"Santa Clara, California",2018-08-28,1596532.0,2004,9.445541,6.00228,41.766440325,26.817563048484836
ANSS,Ansys,reports,Information Technology,Application Software,"Canonsburg, Pennsylvania",2017-06-19,1013462.0,1969,16.711132,15.243363,41.766440325,26.817563048484836
ANTM,Anthem,reports,Health Care,Managed Health Care,"Indianapolis, Indiana",2002-07-25,1156039.0,2014 (1946),0.0,15.604054,33.78049890425532,29.299340398305088
AOS,A. O. Smith,reports,Industrials,Building Products,"Milwaukee, Wisconsin",2017-07-26,91142.0,1916,14.688128,8.295455,53.80290897321429,24.52907978636364
APA,APA Corporation,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1997-07-28,6769.0,1954,24.469387,9.572854,44.778136842105255,36.566831875
APD,Air Products & Chemicals,reports,Materials,Industrial Gases,"Allentown, Pennsylvania",1985-04-30,2969.0,1940,17.631927,12.405616,85.30784769565217,25.06027842
APH,Amphenol Corp,reports,Information Technology,Electronic Components,"Wallingford, Connecticut",2008-09-30,820313.0,1932,0.0,42.933628,41.766440325,26.817563048484836
ARE,Alexandria Real Estate Equities,reports,Real Estate,Office REITs,"Pasadena, California",2017-03-20,1035443.0,1994,0.0,,431.98932496153844,27.61742757142857
ATO,Atmos Energy,reports,Utilities,Gas Utilities,"Dallas, Texas",2019-02-15,731802.0,1906,10.183746,7.520976,38.843115039999994,21.74133126923077
ATVI,Activision Blizzard,reports,Communication Services,Interactive Home Entertainment,"Santa Monica, California",2015-08-31,718877.0,2008,0.0,107.25,32.21145538636364,25.111647560000005
AVB,AvalonBay Communities,reports,Real Estate,Residential REITs,"Arlington, Virginia[3]",2007-01-10,915912.0,1978,124.92958,12.641331,431.98932496153844,27.61742757142857
AVGO,Broadcom,reports,Information Technology,Semiconductors,"San Jose, California",2014-05-08,1730168.0,1961,9.5431795,8.605532,41.766440325,26.817563048484836
AVY,Avery Dennison,reports,Materials,Paper Packaging,"Glendale, California",1987-12-31,8818.0,1990,54.067028,50.90107,85.30784769565217,25.06027842
AWK,American Water Works,reports,Utilities,Water Utilities,"Camden, New Jersey",2016-03-04,1410636.0,1886,29.683628,20.898754,38.843115039999994,21.74133126923077
AXP,American Express,reports,Financials,Consumer Finance,New York City,1976-06-30,4962.0,1850,9.034665,7.1201606,38.61327658999999,41.974477063333346
AZO,AutoZone,reports,Consumer Discretionary,Specialty Stores,"Memphis, Tennessee",1997-01-02,866787.0,1979,348.32535,25.103449,55.29790544230769,25.943469838983052
BA,Boeing Company,reports,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,12927.0,1916,109.82476,28.251034,53.80290897321429,24.52907978636364
BAC,Bank of America,reports,Financials,Diversified Banks,"Charlotte, North Carolina",1976-06-30,70858.0,1998 (1923 / 1874),113.22519,49.82886,38.61327658999999,41.974477063333346
BAX,Baxter International,reports,Health Care,Health Care Equipment,"Deerfield, Illinois",1972-09-30,10456.0,1931,21.370527,16.505898,33.78049890425532,29.299340398305088
BBY,Best Buy,reports,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",1999-06-29,764478.0,1966,20.274866,19.709562,55.29790544230769,25.943469838983052
BDX,Becton Dickinson,reports,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,10795.0,1897,38.947327,32.141327,33.78049890425532,29.299340398305088
BEN,Franklin Resources,reports,Financials,Asset Management & Custody Banks,"San Mateo, California",,38777.0,1947,6.348255,26.538801,38.61327658999999,41.974477063333346
BF.B,Brown–Forman,reports,Consumer Staples,Distillers & Vintners,"Louisville, Kentucky",1982-10-31,14693.0,1870,680.6012,109.202576,61.171659148148166,25.609259525806454
BIIB,Biogen,reports,Health Care,Biotechnology,"Cambridge, Massachusetts",2003-11-13,875045.0,1978,0.0,228.33331,33.78049890425532,29.299340398305088
BIO,Bio-Rad Laboratories,reports,Health Care,Life Sciences Tools & Services,"Hercules, California",2020-06-22,12208.0,1952,0.0,28.247458,33.78049890425532,29.299340398305088
BK,BNY Mellon,reports,Financials,Asset Management & Custody Banks,New York City,1995-03-31,1390777.0,1784,19.302986,14.28421,38.61327658999999,41.974477063333346
BKNG,Booking Holdings,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Norwalk, Connecticut",2009-11-06,1075531.0,1996,353.39752,20.029518,55.29790544230769,25.943469838983052
BKR,Baker Hughes,reports,Energy,Oil & Gas Equipment & Services,"Houston, Texas",2017-07-07,1701605.0,2017,15.933977,14.487555,44.778136842105255,36.566831875
BLK,BlackRock,reports,Financials,Asset Management & Custody Banks,New York City,2011-04-04,1364742.0,1988,23.515818,21.650335,38.61327658999999,41.974477063333346
BLL,Ball Corp,reports,Materials,Metal & Glass Containers,"Broomfield, Colorado",1984-10-31,9389.0,1880,44.472,36.079266,85.30784769565217,25.06027842
BMY,Bristol-Myers Squibb,reports,Health Care,Health Care Distributors,New York City,1957-03-04,14272.0,1989,55.162136,21.64457,33.78049890425532,29.299340398305088
BR,Broadridge Financial Solutions,reports,Information Technology,Data Processing & Outsourced Services,"Lake Success, New York",2018-06-18,1383312.0,1962,0.0,30.800982,41.766440325,26.817563048484836
BRK.B,Berkshire Hathaway,reports,Financials,Multi-Sector Holdings,"Omaha, Nebraska",2010-02-16,1067983.0,1839,75.5914,41.03807,38.61327658999999,41.974477063333346
BSX,Boston Scientific,reports,Health Care,Health Care Equipment,"Marlborough, Massachusetts[4]",1995-02-24,885725.0,1979,81.947296,41.45569,33.78049890425532,29.299340398305088
BWA,BorgWarner,reports,Consumer Discretionary,Auto Parts & Equipment,"Auburn Hills, Michigan",2011-12-19,908255.0,1880,25.858727,24.090322,55.29790544230769,25.943469838983052
BXP,Boston Properties,reports,Real Estate,Office REITs,"Boston, Massachusetts",2006-04-03,1037540.0,1970,79.03933,22.444592,431.98932496153844,27.61742757142857
C,Citigroup,reports,Financials,Diversified Banks,New York City,1988-05-31,831001.0,1998,41.653797,37.063923,38.61327658999999,41.974477063333346
CAG,Conagra Brands,reports,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",1983-08-31,23217.0,1919,25.205,23.040337,61.171659148148166,25.609259525806454
CAH,Cardinal Health,reports,Health Care,Health Care Distributors,"Dublin, Ohio",1997-05-27,721371.0,1971,0.0,76.13513,33.78049890425532,29.299340398305088
CARR,Carrier Global,reports,Industrials,Building Products,"Palm Beach Gardens, Florida",2020-04-03,1783180.0,2020 (1915),0.0,11.148809,53.80290897321429,24.52907978636364
CAT,Caterpillar,reports,Industrials,Construction Machinery & Heavy Trucks,"Deerfield, Illinois",1957-03-04,18230.0,1925,13.058617,13.104706,53.80290897321429,24.52907978636364
CBOE,Cboe Global Markets,reports,Financials,Financial Exchanges & Data,"Chicago, Illinois",2017-03-01,1374310.0,1973,20.627857,20.794239,38.61327658999999,41.974477063333346
CBRE,CBRE,reports,Real Estate,Real Estate Services,"Dallas, Texas",2006-11-10,1138118.0,1906,22.087168,19.425043,431.98932496153844,27.61742757142857
CCI,Crown Castle,reports,Real Estate,Specialized REITs,"Houston, Texas",2012-03-14,1051470.0,1994,0.0,8.787317,431.98932496153844,27.61742757142857
CCL,Carnival Corporation,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1998-12-22,815097.0,1972,72.51938,40.673912,55.29790544230769,25.943469838983052
CDNS,Cadence Design Systems,reports,Information Technology,Application Software,"San Jose, California",2017-09-18,813672.0,1988,33.115307,19.10895,41.766440325,26.817563048484836
CDW,CDW,reports,Information Technology,Technology Distributors,"Lincolnshire, Illinois",2019-09-23,1402057.0,1984,28.172083,23.163712,41.766440325,26.817563048484836
CE,Celanese,reports,Materials,Specialty Chemicals,"Irving, Texas",2018-12-24,1306830.0,1918,84.94043,44.932774,85.30784769565217,25.06027842
CERN,Cerner,reports,Health Care,Health Care Technology,"North Kansas City, Missouri",2010-04-30,804753.0,1979,0.0,22.448795,33.78049890425532,29.299340398305088
CF,CF Industries,reports,Materials,Fertilizers & Agricultural Chemicals,"Deerfield, Illinois",2008-08-27,1324404.0,1946,30.42973,27.338606,85.30784769565217,25.06027842
CFG,Citizens Financial Group,reports,Financials,Regional Banks,"Providence, Rhode Island",2016-01-29,759944.0,1828,24.997915,23.395319,38.61327658999999,41.974477063333346
CHD,Church & Dwight,reports,Consumer Staples,Household Products,"Ewing, New Jersey",2015-12-29,313927.0,1847,0.0,9.218147,61.171659148148166,25.609259525806454
CHRW,C. H. Robinson,reports,Industrials,Air Freight & Logistics,"Eden Prairie, Minnesota",2007-03-02,1043277.0,1905,70.63259,51.29304,53.80290897321429,24.52907978636364
CHTR,Charter Communications,reports,Communication Services,Cable & Satellite,"Stamford, Connecticut",2016-09-08,1091667.0,1993,26.25149,24.232143,32.21145538636364,25.111647560000005
CI,Cigna,reports,Health Care,Managed Health Care,"Bloomfield, Connecticut",1976-06-30,1739940.0,1982,33.84587,30.495016,33.78049890425532,29.299340398305088
CINF,Cincinnati Financial,reports,Financials,Property & Casualty Insurance,"Fairfield, Ohio",1997-12-18,20286.0,1950,23.984848,20.294872,38.61327658999999,41.974477063333346
CL,Colgate-Palmolive,reports,Consumer Staples,Household Products,New York City,1957-03-04,21665.0,1806,20.24295,17.021437,61.171659148148166,25.609259525806454
CLX,Clorox,reports,Consumer Staples,Household Products,"Oakland, California",1969-03-31,21076.0,1913,16.313501,13.494383,61.171659148148166,25.609259525806454
CMA,Comerica,reports,Financials,Diversified Banks,"Dallas, Texas",1995-12-01,28412.0,1849,17.303522,15.202381,38.61327658999999,41.974477063333346
CMCSA,Comcast,reports,Communication Services,Cable & Satellite,"Philadelphia, Pennsylvania",2002-11-19,1166691.0,1963,14.411265,16.0,32.21145538636364,25.111647560000005
CME,CME Group,reports,Financials,Financial Exchanges & Data,"Chicago, Illinois",2006-08-11,1156375.0,1848,19.97408,12.674342,38.61327658999999,41.974477063333346
CMG,Chipotle Mexican Grill,reports,Consumer Discretionary,Restaurants,"Newport Beach, California",2011-04-28,1058090.0,1993,17.743275,14.625,55.29790544230769,25.943469838983052
CMI,Cummins,reports,Industrials,Industrial Machinery,"Columbus, Indiana",1965-03-31,26172.0,1919,0.0,9.325807,53.80290897321429,24.52907978636364
CMS,CMS Energy,reports,Utilities,Multi-Utilities,"Jackson, Michigan",1999-05-03,811156.0,1886,90.011314,14.956766,38.843115039999994,21.74133126923077
CNC,Centene Corporation,reports,Health Care,Managed Health Care,"St. Louis, Missouri",2016-03-30,1071739.0,1984,14.389299,13.295056,33.78049890425532,29.299340398305088
CNP,CenterPoint Energy,reports,Utilities,Multi-Utilities,"Houston, Texas",1985-07-31,1130310.0,1882,26.713827,23.669516,38.843115039999994,21.74133126923077
COF,Capital One Financial,reports,Financials,Consumer Finance,"Tysons Corner, Virginia",1998-07-01,927628.0,1994,10.434782,9.6580305,38.61327658999999,41.974477063333346
COG,Cabot Oil & Gas,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2008-06-23,858470.0,1989,17.28313,17.1788,44.778136842105255,36.566831875
COO,The Cooper Companies,reports,Health Care,Health Care Supplies,"San Ramon, California",2016-09-23,711404.0,1958,0.0,16.623606,33.78049890425532,29.299340398305088
COP,ConocoPhillips,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1957-03-04,1163165.0,2002,12.567544,11.287481,44.778136842105255,36.566831875
COST,Costco,reports,Consumer Staples,Hypermarkets & Super Centers,"Issaquah, Washington",1993-10-01,909832.0,1976,0.0,13.58352,61.171659148148166,25.609259525806454
CPB,Campbell Soup,reports,Consumer Staples,Packaged Foods & Meats,"Camden, New Jersey",1957-03-04,16732.0,1869,35.210743,13.397799,61.171659148148166,25.609259525806454
CPRT,Copart,reports,Industrials,Diversified Support Services,"Dallas, Texas",2018-07-02,900075.0,1982,0.0,20.138887,53.80290897321429,24.52907978636364
CRL,Charles River Laboratories,reports,Health Care,Life Sciences Tools & Services,"Wilmington, Massachusetts",2021-05-14,1100682.0,1947,16.734276,14.215921,33.78049890425532,29.299340398305088
CRM,Salesforce,reports,Information Technology,Application Software,"San Francisco, California",2008-09-15,1108524.0,1999,272.20654,67.85,41.766440325,26.817563048484836
CSCO,Cisco Systems,reports,Information Technology,Communications Equipment,"San Jose, California",1993-12-01,858877.0,1984,29.206789,24.902632,41.766440325,26.817563048484836
CSX,CSX,reports,Industrials,Railroads,"Jacksonville, Florida",1967-09-30,277948.0,1980,0.0,25.269463,53.80290897321429,24.52907978636364
CTAS,Cintas Corporation,reports,Industrials,Diversified Support Services,"Mason, Ohio",2001-03-01,723254.0,1929,0.0,12.531915,53.80290897321429,24.52907978636364
CTLT,Catalent,reports,Health Care,Pharmaceuticals,"Somerset, New Jersey",2020-09-21,1596783.0,2007,27.980852,14.680366,33.78049890425532,29.299340398305088
CTSH,Cognizant Technology Solutions,reports,Information Technology,IT Consulting & Other Services,"Teaneck, New Jersey",2006-11-17,1058290.0,1994,0.0,0.0,41.766440325,26.817563048484836
CTVA,Corteva,reports,Materials,Fertilizers & Agricultural Chemicals,"Wilmington, Delaware",2019-06-03,1755672.0,2019,27.943037,21.536585,85.30784769565217,25.06027842
CTXS,Citrix Systems,reports,Information Technology,Application Software,"Fort Lauderdale, Florida",1999-12-01,877890.0,1989,32.994553,23.34784,41.766440325,26.817563048484836
CVS,CVS Health,reports,Health Care,Health Care Services,"Woonsocket, Rhode Island",1957-03-04,64803.0,1996,0.0,,33.78049890425532,29.299340398305088
CVX,Chevron Corporation,reports,Energy,Integrated Oil & Gas,"San Ramon, California",1957-03-04,93410.0,1879,32.523148,22.444088,44.778136842105255,36.566831875
CZR,Caesars Entertainment,reports,Consumer Discretionary,Casinos & Gaming,"Reno, Nevada",2021-03-22,1590895.0,1973,22.707058,17.297873,55.29790544230769,25.943469838983052
D,Dominion Energy,reports,Utilities,Electric Utilities,"Richmond, Virginia",,715957.0,1983,10.648506,12.069124,38.843115039999994,21.74133126923077
DAL,Delta Air Lines,reports,Industrials,Airlines,"Atlanta, Georgia",2013-09-11,27904.0,1929,0.0,19.484276,53.80290897321429,24.52907978636364
DD,DuPont,reports,Materials,Specialty Chemicals,"Wilmington, Delaware",2019-04-02,1666700.0,2017,0.0,18.999998,85.30784769565217,25.06027842
DE,Deere & Co.,reports,Industrials,Agricultural & Farm Machinery,"Moline, Illinois",1957-03-04,315189.0,1837,970.87616,8.864522,53.80290897321429,24.52907978636364
DFS,Discover Financial Services,reports,Financials,Consumer Finance,"Riverwoods, Illinois",2007-07-02,1393612.0,1985,0.0,19.144928,38.61327658999999,41.974477063333346
DG,Dollar General,reports,Consumer Discretionary,General Merchandise Stores,"Goodlettsville, Tennessee",2012-12-03,29534.0,1939,10.46655,8.492857,55.29790544230769,25.943469838983052
DGX,Quest Diagnostics,reports,Health Care,Health Care Services,"Secaucus, New Jersey",2002-12-12,1022079.0,1967,44.45705,14.513227,33.78049890425532,29.299340398305088
DHI,D. R. Horton,reports,Consumer Discretionary,Homebuilding,"Arlington, Texas",2005-06-22,882184.0,1978,0.0,14.493913,55.29790544230769,25.943469838983052
DHR,Danaher Corporation,reports,Health Care,Health Care Equipment,"Washington, D.C.",,313616.0,1969,0.0,12.017595,33.78049890425532,29.299340398305088
DIS,The Walt Disney Company,reports,Communication Services,Movies & Entertainment,"Burbank, California",1976-06-30,1744489.0,1923,77.88819,18.262136,32.21145538636364,25.111647560000005
DISCA,Discovery (Series A),reports,Communication Services,Broadcasting,New York City,2010-03-01,1437107.0,1985,0.0,9.710055,32.21145538636364,25.111647560000005
DISCK,Discovery (Series C),reports,Communication Services,Broadcasting,New York City,2014-08-07,1437107.0,1985,14.758139,9.17052,32.21145538636364,25.111647560000005
DISH,Dish Network,reports,Communication Services,Cable & Satellite,"Meridian, Colorado",2017-03-13,1001082.0,1980,12.5718565,11.972292,32.21145538636364,25.111647560000005
DLR,Digital Realty Trust,reports,Real Estate,Specialized REITs,"Austin, Texas",2016-05-18,1297996.0,2004,9905.0,15.396374,431.98932496153844,27.61742757142857
DLTR,Dollar Tree,reports,Consumer Discretionary,General Merchandise Stores,"Chesapeake, Virginia",2011-12-19,935703.0,1986,14.081559,11.866874,55.29790544230769,25.943469838983052
DOV,Dover Corporation,reports,Industrials,Industrial Machinery,"Downers Grove, Illinois",1985-10-31,29905.0,1955,30.749765,25.434109,53.80290897321429,24.52907978636364
DOW,Dow,reports,Materials,Commodity Chemicals,"Midland, Michigan",2019-04-01,1751788.0,2019,18.313253,5.856881,85.30784769565217,25.06027842
DPZ,Domino's Pizza,reports,Consumer Discretionary,Restaurants,"Ann Arbor, Michigan",2020-05-12,1286681.0,1960,11.538462,10.3553295,55.29790544230769,25.943469838983052
DRE,Duke Realty Corp,reports,Real Estate,Industrial REITs,"Indianapolis, Indiana",2017-07-26,783280.0,1972,57.16,50.978817,431.98932496153844,27.61742757142857
DRI,Darden Restaurants,reports,Consumer Discretionary,Restaurants,"Orlando, Florida",,940944.0,1938,26.294117,12.163264,55.29790544230769,25.943469838983052
DTE,DTE Energy,reports,Utilities,Multi-Utilities,"Detroit, Michigan",1957-03-04,936340.0,1995,32.40914,23.092833,38.843115039999994,21.74133126923077
DUK,Duke Energy,reports,Utilities,Electric Utilities,"Charlotte, North Carolina",1976-06-30,1326160.0,1904,17.605755,9.094324,38.843115039999994,21.74133126923077
DVA,DaVita,reports,Health Care,Health Care Facilities,"Denver, Colorado",2008-07-31,927066.0,1979,0.0,71.21429,33.78049890425532,29.299340398305088
DVN,Devon Energy,reports,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma",2000-08-30,1090012.0,1971,0.0,-68.22727,44.778136842105255,36.566831875
DXC,DXC Technology,reports,Information Technology,IT Consulting & Other Services,"Tysons Corner, Virginia",2017-04-04,1688568.0,2017,12.442294,13.115385,41.766440325,26.817563048484836
DXCM,DexCom,reports,Health Care,Health Care Equipment,"San Diego, California",2020-05-12,1093557.0,1999,0.0,12.929218,33.78049890425532,29.299340398305088
EA,Electronic Arts,reports,Communication Services,Interactive Home Entertainment,"Redwood City, California",2002-07-22,712515.0,1982,34.994404,30.864199,32.21145538636364,25.111647560000005
EBAY,eBay,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"San Jose, California",2002-07-22,1065088.0,1995,13.816984,12.400788,55.29790544230769,25.943469838983052
ECL,Ecolab,reports,Materials,Specialty Chemicals,"Saint Paul, Minnesota",1989-01-31,31462.0,1923,31.654648,22.531368,85.30784769565217,25.06027842
ED,Consolidated Edison,reports,Utilities,Electric Utilities,New York City,,1047862.0,1823,27.990261,26.363914,38.843115039999994,21.74133126923077
EFX,Equifax,reports,Industrials,Research & Consulting Services,"Atlanta, Georgia",1997-06-19,33185.0,1899,0.0,,53.80290897321429,24.52907978636364
EIX,Edison International,reports,Utilities,Electric Utilities,"Rosemead, California",1957-03-04,827052.0,1886,9.465696,10.597053,38.843115039999994,21.74133126923077
EL,Estée Lauder Companies,reports,Consumer Staples,Personal Products,New York City,2006-01-05,1001250.0,1946,21.90078,12.892535,61.171659148148166,25.609259525806454
EMN,Eastman Chemical,reports,Materials,Diversified Chemicals,"Kingsport, Tennessee",1994-01-01,915389.0,1920,13.452431,9.455022,85.30784769565217,25.06027842
EMR,Emerson Electric Company,reports,Industrials,Electrical Components & Equipment,"Ferguson, Missouri",1965-03-31,32604.0,1890,40.34751,29.42211,53.80290897321429,24.52907978636364
ENPH,Enphase Energy,reports,Information Technology,Electronic Components,"Fremont, California",2021-01-07,1463101.0,2006,13.935749,10.54738,41.766440325,26.817563048484836
EOG,EOG Resources,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2000-11-02,821189.0,1999,13.957279,9.179297,44.778136842105255,36.566831875
EQIX,Equinix,reports,Real Estate,Specialized REITs,"Redwood City, California",2015-03-20,1101239.0,1998,17.686396,16.20817,431.98932496153844,27.61742757142857
EQR,Equity Residential,reports,Real Estate,Residential REITs,"Chicago, Illinois",2001-12-03,906107.0,1969,13.416911,11.079295,431.98932496153844,27.61742757142857
ES,Eversource Energy,reports,Utilities,Multi-Utilities,"Hartford, Connecticut",,72741.0,1966,0.0,,38.843115039999994,21.74133126923077
ESS,Essex Property Trust,reports,Real Estate,Residential REITs,"San Mateo, California",2014-04-02,920522.0,1971,17.236052,13.038961,431.98932496153844,27.61742757142857
ETR,Entergy,reports,Utilities,Electric Utilities,"New Orleans, Louisiana",1957-03-04,65984.0,1913,26.36548,21.207924,38.843115039999994,21.74133126923077
ETSY,Etsy,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Brooklyn, New York",2020-09-21,1370637.0,2005,32.281807,25.742672,55.29790544230769,25.943469838983052
EVRG,Evergy,reports,Utilities,Electric Utilities,"Kansas City, Missouri",2018-06-05,1711269.0,1909,13.900742,12.521988,38.843115039999994,21.74133126923077
EW,Edwards Lifesciences,reports,Health Care,Health Care Equipment,"Irvine, California",2011-04-01,1099800.0,1958,11.267101,13.077505,33.78049890425532,29.299340398305088
EXC,Exelon,reports,Utilities,Multi-Utilities,"Chicago, Illinois",1957-03-04,1109357.0,2000,15.146477,13.132723,38.843115039999994,21.74133126923077
EXPD,Expeditors,reports,Industrials,Air Freight & Logistics,"Seattle, Washington",2007-10-10,746515.0,1979,7.290205,5.196296,53.80290897321429,24.52907978636364
EXPE,Expedia Group,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2007-10-02,1324424.0,1996,0.0,10.875326,55.29790544230769,25.943469838983052
EXR,Extra Space Storage,reports,Real Estate,Specialized REITs,"Salt Lake City, Utah",2016-01-19,1289490.0,1977,0.0,9.24364,431.98932496153844,27.61742757142857
F,Ford,reports,Consumer Discretionary,Automobile Manufacturers,"Dearborn, Michigan",1957-03-04,37996.0,1903,20.691744,15.811989,55.29790544230769,25.943469838983052
FANG,Diamondback Energy,reports,Energy,Oil & Gas Exploration & Production,"Midland, Texas",2018-12-03,1539838.0,2007,21.944338,16.31322,44.778136842105255,36.566831875
FAST,Fastenal,reports,Industrials,Building Products,"Winona, Minnesota",2008-09-15,815556.0,1967,30.231802,12.329833,53.80290897321429,24.52907978636364
FB,Facebook,reports,Communication Services,Interactive Media & Services,"Menlo Park, California",2013-12-23,1326801.0,2004,18.733398,17.040268,32.21145538636364,25.111647560000005
